problem,relationType,target,label
diabetes,medication,RX_60548,2
sleep_apnea,medication,RX_787390,1
diabetes,medication,RX_XXXXX141,1
chronic_kidney_disease,procedure,PX_77080,1
arthritis,procedure,PX_90782,1
thrombocytopenia,lab,LAB_5905-5,1
thrombocytopenia,medication,RX_18631,1
uterine_fibroid,lab,LAB_4546-8,1
arthritis,procedure,PX_72050,1
coronary_artery_disease,procedure,PX_94620,1
anemia,medication,RX_215060,1
hematuria,procedure,PX_XXXXX151,2
asthma,medication,RX_XXXXX143,1
copd,medication,RX_3640,2
seizure_disorder,lab,LAB_3952-9,2
thrombocytopenia,medication,RX_357280,1
uterine_fibroid,procedure,PX_57460,1
copd,procedure,PX_96372,1
sleep_apnea,lab,LAB_1989-3,1
gerd,medication,RX_6915,1
"mood_disorders,_including_depression",lab,LAB_18282-4,2
sleep_apnea,medication,RX_XXXXX171,1
diverticulosis/diverticulitis,medication,RX_6960,1
thyroid_hormone_disorders,procedure,PX_XXXXX442,2
anemia,lab,LAB_63459-2,1
thrombocytopenia,lab,LAB_5193-8,1
coronary_artery_disease,procedure,PX_73630,1
coronary_artery_disease,medication,RX_XXXXX64,2
rheumatoid_arthritis,procedure,PX_45378,1
cough,medication,RX_7213,2
copd,procedure,PX_XXXXX362,1
back_pain,lab,LAB_19261-7,1
copd,lab,LAB_12187-1,1
back_pain,lab,LAB_5274-6,1
atrial_fibrillation,medication,RX_6185,2
arthritis,medication,RX_3264,2
atrial_fibrillation,lab,LAB_3016-3,1
arthritis,procedure,PX_76705,1
thrombocytopenia,lab,LAB_49024-3,2
hematuria,medication,RX_XXXXX154,2
osteoporosis,medication,RX_7052,1
hypertension,medication,RX_50166,2
atrial_fibrillation,procedure,PX_XXXXX409,2
heart_failure,lab,LAB_3040-3,1
uterine_fibroid,medication,RX_18631,1
copd,medication,RX_36387,1
cough,medication,RX_3289,2
chronic_kidney_disease,lab,LAB_2501-5,1
osteoporosis,procedure,PX_96365,1
hypertension,medication,RX_6185,2
heart_failure,procedure,PX_93743,2
hematuria,lab,LAB_18878-9,1
uterine_fibroid,lab,LAB_3024-7,1
"mood_disorders,_including_depression",procedure,PX_64493,1
copd,medication,RX_7407,1
hypertension,lab,LAB_2915-7,1
hematuria,lab,LAB_15922-8,1
rheumatoid_arthritis,lab,LAB_2236-8,1
uti,medication,RX_73,1
syncope,lab,LAB_788-0,1
uti,procedure,PX_J1885,1
syncope,lab,LAB_3968-5,1
uti,lab,LAB_50553-7,2
sleep_apnea,lab,LAB_788-0,1
syncope,medication,RX_11256,1
asthma,medication,RX_591622,1
gout,lab,LAB_32623-1,1
uti,lab,LAB_32167-9,1
heart_failure,lab,LAB_12187-1,2
seizure_disorder,lab,LAB_11156-7,1
osteoporosis,procedure,PX_XXXXX175,1
dyslipidemia,procedure,PX_93227,1
gout,lab,LAB_4544-3,1
osteoporosis,medication,RX_9863,1
asthma,lab,LAB_788-0,1
sleep_apnea,medication,RX_XXXXX54,1
uti,procedure,PX_52005,2
chronic_kidney_disease,procedure,PX_XXXXX147,2
gout,lab,LAB_41653-7,1
"mood_disorders,_including_depression",medication,RX_1424,2
hypertension,procedure,PX_94762,1
gout,medication,RX_5781,2
thyroid_hormone_disorders,lab,LAB_777-3,1
cholelithiasis,lab,LAB_12515-3,1
hypokalemia,medication,RX_6916,2
kidney_stone,medication,RX_36437,1
hypokalemia,lab,LAB_48642-3,1
asthma,medication,RX_36387,1
anemia,lab,LAB_895-3,1
cholelithiasis,medication,RX_11170,1
anemia,lab,LAB_764-1,1
thrombocytopenia,lab,LAB_2888-6,1
cholelithiasis,lab,LAB_3040-3,2
hypertension,procedure,PX_XXXXX264,2
rheumatoid_arthritis,procedure,PX_XXXXX385,1
syncope,lab,LAB_2106-3,2
asthma,lab,LAB_736-9,1
sleep_apnea,lab,LAB_30934-4,2
dyslipidemia,medication,RX_4419,1
cough,lab,LAB_6189-5,1
headache,medication,RX_8787,1
thrombocytopenia,lab,LAB_711-2,1
asthma,procedure,PX_94620,1
dermatitis,lab,LAB_65782-5,1
uterine_fibroid,lab,LAB_5084-9,1
atrial_fibrillation,lab,LAB_2340-8,1
copd,procedure,PX_XXXXX409,2
syncope,medication,RX_4278,1
chronic_kidney_disease,medication,RX_XXXXX85,1
headache,medication,RX_9346,1
heart_failure,lab,LAB_2458-8,1
chronic_kidney_disease,lab,LAB_53335-6,1
gerd,procedure,PX_91038,2
chronic_kidney_disease,lab,LAB_33223-9,1
diabetes,procedure,PX_90782,1
gout,lab,LAB_5048-4,1
dermatitis,lab,LAB_65782-5,1
heart_failure,medication,RX_4917,2
cholelithiasis,procedure,PX_36415,1
dyslipidemia,procedure,PX_XXXXX290,1
thrombocytopenia,lab,LAB_4087-3,1
dermatitis,lab,LAB_6833-8,1
gerd,procedure,PX_74249,2
chronic_kidney_disease,medication,RX_XXXXX65,1
sleep_apnea,lab,LAB_19123-9,1
copd,lab,LAB_6096-2,1
anemia,lab,LAB_4542-7,1
thrombocytopenia,medication,RX_8640,1
hypokalemia,medication,RX_6470,1
back_pain,procedure,PX_72220,2
chronic_kidney_disease,lab,LAB_2340-8,1
osteoporosis,medication,RX_XXXXX169,1
dyslipidemia,procedure,PX_XXXXX1,1
thrombocytopenia,medication,RX_8787,1
diverticulosis/diverticulitis,lab,LAB_3040-3,1
asthma,procedure,PX_94729,1
uti,medication,RX_67108,1
headache,lab,LAB_47383-5,1
diabetes,lab,LAB_61151-7,1
arthritis,medication,RX_7052,1
cholelithiasis,medication,RX_6470,1
dermatitis,procedure,PX_36415,1
rheumatoid_arthritis,lab,LAB_713-8,1
anemia,procedure,PX_94760,2
cholelithiasis,procedure,PX_XXXXX0,1
heart_failure,medication,RX_XXXXX71,1
chronic_kidney_disease,lab,LAB_5196-1,1
kidney_stone,lab,LAB_18993-6,1
atrial_fibrillation,medication,RX_3443,2
heart_failure,lab,LAB_786-4,1
uti,lab,LAB_33342-7,2
kidney_stone,procedure,PX_94720,1
uterine_fibroid,procedure,PX_XXXXX190,2
thrombocytopenia,medication,RX_10355,1
gout,lab,LAB_46248-1,1
arthritis,medication,RX_2473,1
cholelithiasis,procedure,PX_74000,1
syncope,medication,RX_6185,2
kidney_stone,procedure,PX_74010,1
hypokalemia,lab,LAB_30239-8,1
rheumatoid_arthritis,procedure,PX_72158,2
osteoporosis,lab,LAB_17820-2,1
dermatitis,medication,RX_114202,1
cholelithiasis,lab,LAB_1798-8,1
uterine_fibroid,lab,LAB_33900-2,1
headache,lab,LAB_13965-9,1
gerd,medication,RX_114979,2
dyslipidemia,procedure,PX_XXXXX212,2
uterine_fibroid,medication,RX_325514,1
dyslipidemia,procedure,PX_J1642,1
thyroid_hormone_disorders,lab,LAB_1558-6,1
osteoporosis,lab,LAB_12180-6,1
chronic_kidney_disease,lab,LAB_72598-6,1
thrombocytopenia,medication,RX_4511,1
uterine_fibroid,medication,RX_8120,1
rheumatoid_arthritis,medication,RX_XXXXX108,1
gout,lab,LAB_53335-6,1
gerd,lab,LAB_6095-4,1
dermatitis,medication,RX_1362,1
cough,procedure,PX_73030,1
atrial_fibrillation,lab,LAB_751-8,1
anemia,lab,LAB_741-9,1
dermatitis,medication,RX_XXXXX57,2
thrombocytopenia,medication,RX_XXXXX51,2
thyroid_hormone_disorders,medication,RX_258494,1
back_pain,lab,LAB_19270-8,1
sleep_apnea,lab,LAB_19642-8,1
chronic_kidney_disease,procedure,PX_XXXXX55,2
uti,procedure,PX_51795,1
thrombocytopenia,medication,RX_XXXXX169,1
thyroid_hormone_disorders,procedure,PX_78006,2
hypokalemia,lab,LAB_71695-1,1
hematuria,lab,LAB_X8888888-8,1
diabetes,medication,RX_XXXXX108,1
atrial_fibrillation,procedure,PX_94010,1
asthma,lab,LAB_2324-2,1
cholelithiasis,medication,RX_26225,2
back_pain,procedure,PX_20610,1
sleep_apnea,medication,RX_32968,1
dermatitis,medication,RX_25126,2
hypokalemia,lab,LAB_46128-5,1
heart_failure,medication,RX_35296,2
thrombocytopenia,medication,RX_42463,1
heart_failure,medication,RX_3827,2
hematuria,procedure,PX_XXXXX538,1
dyslipidemia,medication,RX_10975,1
thrombocytopenia,medication,RX_435,1
sleep_apnea,medication,RX_XXXXX144,1
hypertension,lab,LAB_46419-8,1
hematuria,procedure,PX_XXXXX375,2
heart_failure,lab,LAB_30934-4,2
rheumatoid_arthritis,lab,LAB_1988-5,1
kidney_stone,lab,LAB_2106-3,1
rheumatoid_arthritis,medication,RX_3264,2
cholelithiasis,medication,RX_XXXXX117,1
asthma,medication,RX_XXXXX155,2
anemia,procedure,PX_94761,2
coronary_artery_disease,lab,LAB_5763-8,1
uti,lab,LAB_18868-0,2
heart_failure,lab,LAB_1975-2,1
hypertension,medication,RX_1191,1
atrial_fibrillation,procedure,PX_XXXXX73,2
coronary_artery_disease,procedure,PX_XXXXX436,2
anemia,medication,RX_24947,2
hypokalemia,medication,RX_4850,1
cholelithiasis,lab,LAB_751-8,1
arthritis,procedure,PX_93010,1
copd,procedure,PX_94360,1
coronary_artery_disease,lab,LAB_2571-8,1
chronic_kidney_disease,lab,LAB_2160-0,2
dermatitis,lab,LAB_X8888888-8,1
seizure_disorder,lab,LAB_71695-1,1
"mood_disorders,_including_depression",medication,RX_3322,2
uterine_fibroid,medication,RX_3443,1
arthritis,procedure,PX_73130,2
syncope,procedure,PX_93224,2
syncope,procedure,PX_93306,2
anemia,lab,LAB_15061-5,2
kidney_stone,procedure,PX_XXXXX365,1
diverticulosis/diverticulitis,procedure,PX_XXXXX150,2
copd,lab,LAB_763-3,1
back_pain,lab,LAB_32167-9,1
rheumatoid_arthritis,medication,RX_4511,2
osteoporosis,procedure,PX_72072,1
seizure_disorder,lab,LAB_731-0,1
uti,lab,LAB_5084-9,2
syncope,medication,RX_6918,2
sleep_apnea,lab,LAB_2501-5,1
syncope,medication,RX_26225,1
thyroid_hormone_disorders,procedure,PX_93268,1
osteoporosis,medication,RX_XXXXX35,1
chronic_kidney_disease,medication,RX_1665059,1
gout,lab,LAB_731-0,1
syncope,procedure,PX_93005,2
atrial_fibrillation,lab,LAB_46418-0,2
diabetes,medication,RX_XXXXX146,1
coronary_artery_disease,lab,LAB_42757-5,2
rheumatoid_arthritis,lab,LAB_71695-1,1
cough,medication,RX_8163,1
seizure_disorder,lab,LAB_19270-8,1
hypertension,lab,LAB_50221-1,1
arthritis,medication,RX_140587,2
sleep_apnea,lab,LAB_19270-8,1
"mood_disorders,_including_depression",medication,RX_6470,2
heart_failure,medication,RX_29046,2
hypertension,procedure,PX_36415,1
gerd,medication,RX_10438,1
diverticulosis/diverticulitis,procedure,PX_97803,1
dyslipidemia,medication,RX_1665059,1
arthritis,medication,RX_4018,1
diabetes,procedure,PX_71020,1
hypertension,procedure,PX_XXXXX437,2
arthritis,medication,RX_5521,1
hematuria,lab,LAB_55614-2,1
dyslipidemia,lab,LAB_9830-1,2
anemia,procedure,PX_36415,1
arthritis,procedure,PX_76700,1
seizure_disorder,medication,RX_4493,1
thyroid_hormone_disorders,procedure,PX_70544,1
osteoporosis,procedure,PX_XXXXX232,1
atrial_fibrillation,lab,LAB_764-1,1
diverticulosis/diverticulitis,lab,LAB_7000-3,1
thyroid_hormone_disorders,lab,LAB_1992-7,1
seizure_disorder,lab,LAB_53306-7,1
seizure_disorder,lab,LAB_1968-7,1
thrombocytopenia,medication,RX_2556,1
syncope,medication,RX_36567,1
seizure_disorder,lab,LAB_786-4,1
coronary_artery_disease,procedure,PX_XXXXX400,2
gout,lab,LAB_777-3,1
hypertension,procedure,PX_XXXXX463,1
asthma,procedure,PX_XXXXX428,1
asthma,lab,LAB_6096-2,1
anemia,lab,LAB_17849-1,2
gerd,medication,RX_7806,1
gerd,medication,RX_4850,1
arthritis,medication,RX_XXXXX78,2
diabetes,procedure,PX_XXXXX0,1
hypertension,procedure,PX_51798,1
diabetes,medication,RX_136411,1
cholelithiasis,medication,RX_28889,1
copd,lab,LAB_2639-3,1
cholelithiasis,procedure,PX_XXXXX468,1
arthritis,procedure,PX_J3420,1
asthma,procedure,PX_94762,1
hematuria,lab,LAB_18890-4,1
thyroid_hormone_disorders,procedure,PX_XXXXX426,1
"mood_disorders,_including_depression",lab,LAB_2986-8,1
syncope,medication,RX_1362,2
back_pain,procedure,PX_Q9966,1
back_pain,procedure,PX_72200,2
headache,medication,RX_2556,1
hypertension,procedure,PX_XXXXX223,1
hypertension,lab,LAB_2823-3,1
diverticulosis/diverticulitis,procedure,PX_XXXXX376,2
anemia,lab,LAB_12710-0,1
gout,lab,LAB_11572-5,1
diverticulosis/diverticulitis,medication,RX_39786,1
chronic_kidney_disease,lab,LAB_2284-8,1
syncope,medication,RX_XXXXX62,1
kidney_stone,lab,LAB_12180-6,1
syncope,procedure,PX_XXXXX405,1
cholelithiasis,lab,LAB_2160-0,1
gout,medication,RX_XXXXX98,1
copd,procedure,PX_XXXXX386,2
arthritis,lab,LAB_9594-3,1
kidney_stone,medication,RX_XXXXX154,2
"mood_disorders,_including_depression",medication,RX_11118,2
anemia,medication,RX_XXXXX168,1
thrombocytopenia,lab,LAB_71694-4,1
hypertension,medication,RX_301542,1
osteoporosis,procedure,PX_90658,1
gerd,lab,LAB_2284-8,1
back_pain,lab,LAB_3040-3,1
coronary_artery_disease,procedure,PX_XXXXX213,2
diverticulosis/diverticulitis,medication,RX_XXXXX84,1
coronary_artery_disease,procedure,PX_XXXXX365,1
rheumatoid_arthritis,procedure,PX_J3301,2
asthma,medication,RX_237159,2
gerd,lab,LAB_736-9,1
hypertension,procedure,PX_J3420,1
back_pain,medication,RX_1292,2
back_pain,medication,RX_7531,2
asthma,procedure,PX_31575,1
osteoporosis,medication,RX_1362,1
gerd,lab,LAB_788-0,1
uterine_fibroid,medication,RX_10582,1
atrial_fibrillation,medication,RX_6960,1
seizure_disorder,procedure,PX_70552,2
hypertension,medication,RX_39173,2
seizure_disorder,lab,LAB_3348-0,2
hematuria,medication,RX_733,1
hypertension,procedure,PX_70551,1
diabetes,procedure,PX_97803,1
gout,lab,LAB_3094-0,1
heart_failure,lab,LAB_777-3,1
heart_failure,procedure,PX_94762,1
hematuria,lab,LAB_35802-8,1
sleep_apnea,medication,RX_10737,2
hypokalemia,medication,RX_321988,1
asthma,lab,LAB_19113-0,1
gout,procedure,PX_L3923,1
arthritis,lab,LAB_5196-1,1
atrial_fibrillation,procedure,PX_94060,1
diabetes,lab,LAB_24113-3,1
arthritis,lab,LAB_72590-3,1
thrombocytopenia,lab,LAB_774-0,1
heart_failure,medication,RX_XXXXX80,1
thrombocytopenia,lab,LAB_2823-3,1
rheumatoid_arthritis,procedure,PX_73030,2
cough,lab,LAB_742-7,1
gerd,procedure,PX_93010,1
rheumatoid_arthritis,lab,LAB_664-3,1
headache,lab,LAB_19146-0,1
copd,medication,RX_88249,2
diabetes,procedure,PX_92015,1
diabetes,medication,RX_XXXXX135,1
rheumatoid_arthritis,medication,RX_57258,1
diabetes,medication,RX_217360,2
syncope,procedure,PX_93270,2
uti,lab,LAB_57751-0,2
hematuria,lab,LAB_8251-1,1
seizure_disorder,lab,LAB_49024-3,1
diabetes,procedure,PX_77080,1
thrombocytopenia,lab,LAB_18879-7,1
gout,medication,RX_10689,2
coronary_artery_disease,lab,LAB_33762-6,1
dyslipidemia,lab,LAB_6690-2,1
hematuria,medication,RX_17300,2
cough,medication,RX_8640,2
"mood_disorders,_including_depression",medication,RX_XXXXX72,1
thyroid_hormone_disorders,procedure,PX_XXXXX193,2
dermatitis,lab,LAB_6174-7,1
cough,medication,RX_18631,2
coronary_artery_disease,medication,RX_6185,2
atrial_fibrillation,medication,RX_3407,2
arthritis,lab,LAB_33567-9,1
cough,procedure,PX_J7603,2
atrial_fibrillation,procedure,PX_93280,2
thrombocytopenia,lab,LAB_2465-3,1
dermatitis,lab,LAB_18908-4,1
thrombocytopenia,medication,RX_161,1
coronary_artery_disease,procedure,PX_93351,2
seizure_disorder,medication,RX_25480,1
dyslipidemia,procedure,PX_XXXXX289,2
heart_failure,medication,RX_5470,2
rheumatoid_arthritis,medication,RX_31448,2
thrombocytopenia,medication,RX_2683,1
heart_failure,lab,LAB_6742-1,1
hypertension,procedure,PX_XXXXX428,1
cough,procedure,PX_71250,2
diabetes,procedure,PX_XXXXX364,1
hypertension,medication,RX_38413,2
copd,lab,LAB_2340-8,1
cough,medication,RX_25255,1
asthma,procedure,PX_95004,1
cough,procedure,PX_XXXXX463,2
copd,medication,RX_XXXXX155,2
dyslipidemia,lab,LAB_19123-9,1
thrombocytopenia,medication,RX_8704,1
heart_failure,procedure,PX_XXXXX212,2
seizure_disorder,procedure,PX_93351,1
"mood_disorders,_including_depression",medication,RX_4493,2
kidney_stone,lab,LAB_2236-8,1
thrombocytopenia,medication,RX_40790,1
coronary_artery_disease,medication,RX_6057,2
coronary_artery_disease,procedure,PX_XXXXX301,1
heart_failure,lab,LAB_2885-2,1
rheumatoid_arthritis,medication,RX_114202,1
seizure_disorder,lab,LAB_742-7,1
uti,procedure,PX_53661,1
"mood_disorders,_including_depression",medication,RX_11124,1
hypertension,lab,LAB_71695-1,1
coronary_artery_disease,procedure,PX_XXXXX73,2
cough,medication,RX_88249,2
thyroid_hormone_disorders,lab,LAB_3013-0,1
uterine_fibroid,lab,LAB_5902-2,2
gout,medication,RX_191831,2
cough,procedure,PX_94360,1
chronic_kidney_disease,medication,RX_1362,1
dermatitis,lab,LAB_21582-2,1
kidney_stone,medication,RX_37798,1
chronic_kidney_disease,procedure,PX_XXXXX395,1
asthma,medication,RX_XXXXX56,1
diabetes,procedure,PX_96360,1
uterine_fibroid,lab,LAB_742-7,1
syncope,lab,LAB_2160-0,2
heart_failure,lab,LAB_2021-4,1
copd,procedure,PX_94350,1
gout,lab,LAB_770-8,1
rheumatoid_arthritis,lab,LAB_2465-3,1
arthritis,medication,RX_59078,1
thrombocytopenia,medication,RX_2180,1
thyroid_hormone_disorders,procedure,PX_76075,1
coronary_artery_disease,procedure,PX_90782,1
gerd,lab,LAB_2053-7,1
hypokalemia,lab,LAB_2777-1,1
thyroid_hormone_disorders,lab,LAB_56477-3,1
copd,procedure,PX_94640,2
uti,medication,RX_28200,1
hematuria,medication,RX_XXXXX122,1
diabetes,lab,LAB_1743-4,1
osteoporosis,medication,RX_XXXXX145,1
sleep_apnea,lab,LAB_789-8,1
diverticulosis/diverticulitis,procedure,PX_XXXXX453,1
headache,lab,LAB_10858-9,1
anemia,lab,LAB_10389-5,2
anemia,procedure,PX_71020,1
hypokalemia,lab,LAB_10535-3,1
gout,medication,RX_1808,1
diverticulosis/diverticulitis,medication,RX_25037,1
gout,lab,LAB_2028-9,1
gerd,procedure,PX_95811,1
copd,procedure,PX_XXXXX228,1
anemia,procedure,PX_96372,1
cough,procedure,PX_J7611,2
cough,medication,RX_28889,1
cholelithiasis,lab,LAB_2951-2,1
osteoporosis,procedure,PX_XXXXX130,1
gout,procedure,PX_XXXXX21,2
anemia,procedure,PX_76770,1
diverticulosis/diverticulitis,lab,LAB_29771-3,2
hematuria,procedure,PX_J8499,1
thrombocytopenia,lab,LAB_47383-5,1
dyslipidemia,lab,LAB_2885-2,1
headache,lab,LAB_2254-1,1
hematuria,procedure,PX_XXXXX184,2
atrial_fibrillation,procedure,PX_XXXXX434,2
diverticulosis/diverticulitis,medication,RX_161,1
thrombocytopenia,medication,RX_7646,1
chronic_kidney_disease,procedure,PX_71250,1
uti,lab,LAB_18895-3,2
sleep_apnea,lab,LAB_39528-5,1
rheumatoid_arthritis,medication,RX_28200,2
osteoporosis,procedure,PX_93306,1
asthma,procedure,PX_94726,1
thyroid_hormone_disorders,medication,RX_6835,2
coronary_artery_disease,procedure,PX_XXXXX266,2
"mood_disorders,_including_depression",lab,LAB_49220-7,1
kidney_stone,lab,LAB_57751-0,2
dermatitis,medication,RX_2231,2
gerd,lab,LAB_5763-8,1
cough,medication,RX_2194,1
dyslipidemia,procedure,PX_90782,1
diabetes,procedure,PX_93000,1
atrial_fibrillation,procedure,PX_XXXXX400,2
seizure_disorder,medication,RX_XXXXX97,2
coronary_artery_disease,procedure,PX_XXXXX316,1
atrial_fibrillation,procedure,PX_XXXXX398,1
hematuria,lab,LAB_18865-6,2
back_pain,procedure,PX_62311,2
arthritis,medication,RX_6851,2
diverticulosis/diverticulitis,medication,RX_723,1
anemia,lab,LAB_72273-6,2
coronary_artery_disease,procedure,PX_XXXXX411,2
arthritis,medication,RX_4511,1
dyslipidemia,medication,RX_XXXXX128,1
hypokalemia,lab,LAB_718-7,1
asthma,medication,RX_67108,1
hematuria,procedure,PX_93005,1
osteoporosis,lab,LAB_57414-5,1
back_pain,lab,LAB_19642-8,2
seizure_disorder,lab,LAB_31019-3,1
atrial_fibrillation,procedure,PX_94729,1
dyslipidemia,medication,RX_612,1
dyslipidemia,procedure,PX_XXXXX451,1
thrombocytopenia,medication,RX_161,1
arthritis,procedure,PX_97001,2
hematuria,lab,LAB_50558-6,2
heart_failure,lab,LAB_2823-3,1
diverticulosis/diverticulitis,lab,LAB_6690-2,2
uterine_fibroid,lab,LAB_31208-2,1
hypertension,lab,LAB_62238-1,2
hypokalemia,procedure,PX_XXXXX289,1
kidney_stone,medication,RX_2180,1
thyroid_hormone_disorders,medication,RX_26225,1
uterine_fibroid,medication,RX_XXXXX74,1
rheumatoid_arthritis,medication,RX_84108,1
dermatitis,lab,LAB_4477-6,1
thrombocytopenia,procedure,PX_76705,1
kidney_stone,lab,LAB_18868-0,1
osteoporosis,lab,LAB_2777-1,1
asthma,lab,LAB_5053-4,1
atrial_fibrillation,medication,RX_315431,2
chronic_kidney_disease,lab,LAB_12180-6,1
atrial_fibrillation,lab,LAB_742-7,1
back_pain,medication,RX_6813,2
arthritis,lab,LAB_18282-4,1
hypertension,procedure,PX_93798,1
gerd,medication,RX_7646,2
kidney_stone,lab,LAB_6189-5,1
dyslipidemia,medication,RX_71722,1
seizure_disorder,lab,LAB_49220-7,1
dermatitis,medication,RX_20610,1
thyroid_hormone_disorders,procedure,PX_79005,2
thrombocytopenia,medication,RX_723,2
back_pain,procedure,PX_64495,2
diabetes,lab,LAB_18908-4,1
thrombocytopenia,lab,LAB_5048-4,1
syncope,procedure,PX_XXXXX270,2
headache,medication,RX_2410,1
asthma,procedure,PX_XXXXX228,1
gout,procedure,PX_73560,2
uterine_fibroid,medication,RX_1596,1
cough,procedure,PX_72072,1
thyroid_hormone_disorders,procedure,PX_94760,1
arthritis,procedure,PX_97001,2
anemia,procedure,PX_XXXXX455,1
kidney_stone,medication,RX_4053,1
asthma,medication,RX_20610,1
copd,procedure,PX_XXXXX383,2
gout,medication,RX_XXXXX75,2
syncope,procedure,PX_XXXXX223,2
heart_failure,lab,LAB_41653-7,1
rheumatoid_arthritis,medication,RX_1223,1
diabetes,medication,RX_XXXXX17,1
coronary_artery_disease,medication,RX_32968,2
chronic_kidney_disease,procedure,PX_93010,2
chronic_kidney_disease,medication,RX_2193,1
dyslipidemia,medication,RX_235473,1
diverticulosis/diverticulitis,procedure,PX_99144,1
thyroid_hormone_disorders,procedure,PX_XXXXX399,1
headache,medication,RX_10737,1
thyroid_hormone_disorders,medication,RX_XXXXX167,1
hematuria,lab,LAB_60026-2,2
thyroid_hormone_disorders,lab,LAB_20448-7,1
uterine_fibroid,procedure,PX_93306,1
gout,medication,RX_5492,1
uterine_fibroid,medication,RX_XXXXX126,1
anemia,lab,LAB_72594-5,1
uti,lab,LAB_55305-7,2
headache,procedure,PX_J2175,2
dermatitis,procedure,PX_J1030,2
sleep_apnea,lab,LAB_5053-4,1
sleep_apnea,lab,LAB_5905-5,1
sleep_apnea,medication,RX_XXXXX35,1
coronary_artery_disease,procedure,PX_93010,2
hypertension,procedure,PX_94010,1
syncope,medication,RX_8183,2
seizure_disorder,lab,LAB_4024-6,2
atrial_fibrillation,medication,RX_XXXXX65,2
headache,procedure,PX_70553,2
thrombocytopenia,lab,LAB_13068-2,1
asthma,procedure,PX_71260,1
arthritis,procedure,PX_73510,2
diverticulosis/diverticulitis,procedure,PX_74150,2
uti,lab,LAB_20629-2,2
arthritis,medication,RX_3264,1
asthma,medication,RX_XXXXX71,1
rheumatoid_arthritis,medication,RX_6851,2
hematuria,procedure,PX_93000,1
thrombocytopenia,medication,RX_596,1
hypokalemia,lab,LAB_72586-1,1
coronary_artery_disease,procedure,PX_94761,1
arthritis,lab,LAB_19270-8,1
diabetes,procedure,PX_XXXXX286,1
asthma,procedure,PX_XXXXX289,1
diverticulosis/diverticulitis,lab,LAB_4537-7,1
sleep_apnea,lab,LAB_731-0,1
syncope,medication,RX_5224,1
cough,lab,LAB_6095-4,1
syncope,lab,LAB_32623-1,1
dermatitis,medication,RX_306865,2
headache,lab,LAB_3968-5,1
thyroid_hormone_disorders,medication,RX_XXXXX41,1
hematuria,lab,LAB_50561-0,1
atrial_fibrillation,lab,LAB_30934-4,2
kidney_stone,medication,RX_6915,1
thrombocytopenia,lab,LAB_704-7,1
kidney_stone,procedure,PX_52000,2
diverticulosis/diverticulitis,procedure,PX_XXXXX439,2
dyslipidemia,lab,LAB_1743-4,1
kidney_stone,procedure,PX_XXXXX150,2
coronary_artery_disease,procedure,PX_93306,2
hypertension,procedure,PX_93225,1
kidney_stone,lab,LAB_53328-1,1
diabetes,procedure,PX_64476,1
hypertension,lab,LAB_17861-6,1
atrial_fibrillation,medication,RX_67108,2
dermatitis,lab,LAB_18998-5,1
gout,procedure,PX_J1030,2
headache,medication,RX_108118,1
chronic_kidney_disease,medication,RX_4018,1
asthma,lab,LAB_30934-4,1
arthritis,medication,RX_6387,1
osteoporosis,medication,RX_XXXXX103,1
kidney_stone,medication,RX_2101,1
syncope,medication,RX_7407,1
hematuria,procedure,PX_93010,1
gerd,procedure,PX_96360,1
arthritis,lab,LAB_19000-9,1
kidney_stone,lab,LAB_19146-0,1
copd,medication,RX_5032,1
arthritis,lab,LAB_5274-6,1
hematuria,medication,RX_9863,1
chronic_kidney_disease,medication,RX_9863,1
heart_failure,procedure,PX_Q9957,1
hematuria,procedure,PX_J8499,1
atrial_fibrillation,medication,RX_321988,1
dyslipidemia,procedure,PX_94727,1
osteoporosis,lab,LAB_1989-3,1
coronary_artery_disease,lab,LAB_72273-6,1
cough,medication,RX_XXXXX80,1
hypertension,procedure,PX_XXXXX408,2
headache,lab,LAB_5583-0,1
sleep_apnea,lab,LAB_770-8,1
cholelithiasis,medication,RX_67108,1
seizure_disorder,lab,LAB_3432-2,2
diabetes,procedure,PX_XXXXX2,1
thrombocytopenia,procedure,PX_Q0136,2
"mood_disorders,_including_depression",lab,LAB_763-3,1
gerd,procedure,PX_XXXXX160,1
diverticulosis/diverticulitis,medication,RX_9863,1
thrombocytopenia,procedure,PX_36593,1
rheumatoid_arthritis,procedure,PX_73560,2
seizure_disorder,procedure,PX_70544,2
thrombocytopenia,lab,LAB_2472-9,1
headache,procedure,PX_J1100,2
headache,medication,RX_141366,2
thrombocytopenia,lab,LAB_53306-7,1
rheumatoid_arthritis,medication,RX_XXXXX160,1
hypertension,lab,LAB_46702-7,1
dermatitis,procedure,PX_11305,1
cough,lab,LAB_6833-8,1
hypokalemia,procedure,PX_93284,1
arthritis,medication,RX_10689,2
thyroid_hormone_disorders,lab,LAB_788-0,1
chronic_kidney_disease,lab,LAB_34366-5,1
kidney_stone,medication,RX_XXXXX35,1
cough,procedure,PX_76705,1
cough,procedure,PX_XXXXX287,1
chronic_kidney_disease,medication,RX_9997,2
sleep_apnea,medication,RX_3264,1
dermatitis,lab,LAB_55305-7,2
arthritis,procedure,PX_73564,2
headache,procedure,PX_72148,1
gerd,medication,RX_1897,1
diverticulosis/diverticulitis,medication,RX_XXXXX161,1
sleep_apnea,medication,RX_69120,1
thrombocytopenia,medication,RX_88249,1
