problem,relationType,target,label
dermatitis,medication,RX_4053,1
dermatitis,medication,RX_3640,2
dermatitis,medication,RX_6902,2
dermatitis,medication,RX_XXXXX80,1
dermatitis,medication,RX_6922,1
dermatitis,medication,RX_XXXXX66,1
dermatitis,medication,RX_41126,2
dermatitis,medication,RX_XXXXX169,1
dermatitis,medication,RX_3264,1
dermatitis,medication,RX_10829,2
dermatitis,medication,RX_315431,1
dermatitis,medication,RX_1362,1
dermatitis,medication,RX_1596,1
dermatitis,medication,RX_25037,2
dermatitis,medication,RX_6387,1
dermatitis,medication,RX_XXXXX144,1
dermatitis,medication,RX_10355,1
dermatitis,medication,RX_XXXXX54,1
dermatitis,medication,RX_21212,1
dermatitis,medication,RX_11124,2
dermatitis,medication,RX_6470,1
dermatitis,medication,RX_283562,1
syncope,medication,RX_XXXXX160,1
syncope,medication,RX_6754,2
syncope,medication,RX_11256,1
syncope,medication,RX_7407,1
syncope,medication,RX_8183,2
syncope,medication,RX_221147,1
syncope,medication,RX_XXXXX144,1
syncope,medication,RX_XXXXX80,1
syncope,medication,RX_3423,2
syncope,medication,RX_114477,2
syncope,medication,RX_XXXXX128,1
syncope,medication,RX_4850,2
syncope,medication,RX_82003,1
syncope,medication,RX_10737,1
syncope,medication,RX_3264,1
syncope,medication,RX_362,1
syncope,medication,RX_82000,1
syncope,medication,RX_28200,1
syncope,medication,RX_10156,1
syncope,medication,RX_67108,2
syncope,medication,RX_6916,2
syncope,medication,RX_235473,2
syncope,medication,RX_32968,2
syncope,medication,RX_11248,1
syncope,medication,RX_313663,1
syncope,medication,RX_41967,1
syncope,medication,RX_86009,2
syncope,medication,RX_7806,2
syncope,medication,RX_9863,1
syncope,medication,RX_2418,1
syncope,medication,RX_1362,2
syncope,medication,RX_6470,2
syncope,medication,RX_6579,1
syncope,medication,RX_1191,2
syncope,medication,RX_XXXXX66,1
syncope,medication,RX_71722,1
syncope,medication,RX_26225,1
syncope,medication,RX_2180,1
syncope,medication,RX_25480,2
syncope,medication,RX_4278,1
syncope,medication,RX_4815,2
syncope,medication,RX_5781,1
syncope,medication,RX_3443,2
syncope,medication,RX_704,1
syncope,medication,RX_6918,2
syncope,medication,RX_4917,2
syncope,medication,RX_4337,2
syncope,medication,RX_161,1
syncope,medication,RX_5492,1
syncope,medication,RX_11289,2
cough,medication,RX_18993,2
cough,medication,RX_8163,1
cough,medication,RX_2670,2
cough,medication,RX_3289,2
cough,medication,RX_5489,1
cough,medication,RX_2400,1
cough,medication,RX_5032,2
cough,medication,RX_18631,2
cough,medication,RX_21212,1
cough,medication,RX_4053,1
cough,medication,RX_139462,2
cough,medication,RX_8896,1
cough,medication,RX_3640,2
cough,medication,RX_723,2
cough,medication,RX_435,2
cough,medication,RX_8745,1
cough,medication,RX_82122,2
cough,medication,RX_108118,1
cough,medication,RX_2194,1
cough,medication,RX_41126,2
cough,medication,RX_28889,1
cough,medication,RX_87636,1
cough,medication,RX_591622,1
cough,medication,RX_XXXXX143,1
cough,medication,RX_36117,2
cough,medication,RX_20610,1
cough,medication,RX_88249,2
cough,medication,RX_8640,2
cough,medication,RX_7213,2
cough,medication,RX_93263,2
cough,medication,RX_19831,1
cough,medication,RX_XXXXX66,1
cough,medication,RX_6902,2
cough,medication,RX_1347,1
cough,medication,RX_33767,2
cough,medication,RX_25037,1
cough,medication,RX_XXXXX80,1
cough,medication,RX_11124,1
cough,medication,RX_25255,1
cough,medication,RX_10829,2
cough,medication,RX_237159,2
cough,medication,RX_82003,1
cough,medication,RX_7226,1
cough,medication,RX_2582,1
cough,medication,RX_221147,1
cough,medication,RX_4450,1
cough,medication,RX_XXXXX166,1
cough,medication,RX_42347,1
cough,medication,RX_XXXXX46,1
cough,medication,RX_6916,1
heart_failure,medication,RX_6916,2
heart_failure,medication,RX_9997,2
heart_failure,medication,RX_1808,2
heart_failure,medication,RX_4603,2
heart_failure,medication,RX_38413,2
heart_failure,medication,RX_3407,2
heart_failure,medication,RX_6058,2
heart_failure,medication,RX_20352,2
heart_failure,medication,RX_703,2
heart_failure,medication,RX_50166,2
heart_failure,medication,RX_5470,2
heart_failure,medication,RX_6582,1
heart_failure,medication,RX_8591,1
heart_failure,medication,RX_XXXXX162,1
heart_failure,medication,RX_XXXXX71,1
heart_failure,medication,RX_6057,2
heart_failure,medication,RX_XXXXX169,1
heart_failure,medication,RX_2180,1
heart_failure,medication,RX_4850,1
heart_failure,medication,RX_11289,2
heart_failure,medication,RX_10829,1
heart_failure,medication,RX_6960,1
heart_failure,medication,RX_315431,2
heart_failure,medication,RX_83818,2
heart_failure,medication,RX_XXXXX101,1
heart_failure,medication,RX_XXXXX41,1
heart_failure,medication,RX_6918,2
heart_failure,medication,RX_5224,2
heart_failure,medication,RX_XXXXX98,1
heart_failure,medication,RX_3498,1
heart_failure,medication,RX_67108,2
heart_failure,medication,RX_10737,1
heart_failure,medication,RX_3827,2
heart_failure,medication,RX_221147,1
heart_failure,medication,RX_82000,1
heart_failure,medication,RX_29046,2
heart_failure,medication,RX_39173,2
heart_failure,medication,RX_49276,2
heart_failure,medication,RX_XXXXX144,1
heart_failure,medication,RX_XXXXX80,1
heart_failure,medication,RX_10355,1
heart_failure,medication,RX_71722,1
heart_failure,medication,RX_4917,2
heart_failure,medication,RX_69749,2
heart_failure,medication,RX_4337,1
heart_failure,medication,RX_1665059,1
heart_failure,medication,RX_39993,1
heart_failure,medication,RX_XXXXX128,1
heart_failure,medication,RX_11124,1
heart_failure,medication,RX_32968,2
hematuria,medication,RX_77492,2
hematuria,medication,RX_49276,2
hematuria,medication,RX_2551,2
hematuria,medication,RX_4099,1
hematuria,medication,RX_6754,1
hematuria,medication,RX_10829,2
hematuria,medication,RX_7454,2
hematuria,medication,RX_XXXXX101,1
hematuria,medication,RX_XXXXX41,1
hematuria,medication,RX_32675,1
hematuria,medication,RX_XXXXX51,2
hematuria,medication,RX_3498,1
hematuria,medication,RX_82122,2
hematuria,medication,RX_10180,2
hematuria,medication,RX_25037,2
hematuria,medication,RX_28200,1
hematuria,medication,RX_8120,2
hematuria,medication,RX_39173,2
hematuria,medication,RX_15996,1
hematuria,medication,RX_1665059,1
hematuria,medication,RX_XXXXX128,1
hematuria,medication,RX_11124,1
hematuria,medication,RX_XXXXX169,2
hematuria,medication,RX_4850,1
hematuria,medication,RX_37798,2
hematuria,medication,RX_82003,1
hematuria,medication,RX_2231,2
hematuria,medication,RX_32937,1
hematuria,medication,RX_50166,1
hematuria,medication,RX_71722,1
hematuria,medication,RX_2180,2
hematuria,medication,RX_3423,1
hematuria,medication,RX_6579,1
hematuria,medication,RX_4337,1
hematuria,medication,RX_2101,1
hematuria,medication,RX_36387,1
hematuria,medication,RX_8745,1
hematuria,medication,RX_6960,1
hematuria,medication,RX_161,1
hematuria,medication,RX_313663,1
hematuria,medication,RX_11248,1
hematuria,medication,RX_7806,1
hematuria,medication,RX_XXXXX66,1
hematuria,medication,RX_6470,1
hematuria,medication,RX_3640,2
hematuria,medication,RX_28889,1
hematuria,medication,RX_4511,1
hematuria,medication,RX_67108,2
hematuria,medication,RX_26225,1
hematuria,medication,RX_9863,1
cholelithiasis,medication,RX_6754,1
cholelithiasis,medication,RX_4832,1
cholelithiasis,medication,RX_XXXXX98,1
cholelithiasis,medication,RX_28200,1
cholelithiasis,medication,RX_67108,1
cholelithiasis,medication,RX_7806,1
cholelithiasis,medication,RX_26225,2
cholelithiasis,medication,RX_6579,1
cholelithiasis,medication,RX_8704,2
cholelithiasis,medication,RX_82000,1
cholelithiasis,medication,RX_71722,1
cholelithiasis,medication,RX_8745,1
cholelithiasis,medication,RX_32675,1
cholelithiasis,medication,RX_XXXXX101,1
cholelithiasis,medication,RX_9796,1
cholelithiasis,medication,RX_4337,1
cholelithiasis,medication,RX_221147,1
cholelithiasis,medication,RX_XXXXX35,1
cholelithiasis,medication,RX_7052,1
cholelithiasis,medication,RX_6058,1
cholelithiasis,medication,RX_3423,1
cholelithiasis,medication,RX_1223,1
cholelithiasis,medication,RX_2582,1
cholelithiasis,medication,RX_XXXXX128,1
cholelithiasis,medication,RX_161,2
cholelithiasis,medication,RX_XXXXX169,1
cholelithiasis,medication,RX_XXXXX162,1
cholelithiasis,medication,RX_4850,1
cholelithiasis,medication,RX_7804,1
cholelithiasis,medication,RX_2447,1
cholelithiasis,medication,RX_2180,1
cholelithiasis,medication,RX_9863,1
cholelithiasis,medication,RX_XXXXX85,1
cholelithiasis,medication,RX_3264,1
cholelithiasis,medication,RX_6470,1
cholelithiasis,medication,RX_362,1
cholelithiasis,medication,RX_6915,2
cholelithiasis,medication,RX_XXXXX66,1
cholelithiasis,medication,RX_36387,1
cholelithiasis,medication,RX_596,1
cholelithiasis,medication,RX_42347,1
cholelithiasis,medication,RX_11170,1
cholelithiasis,medication,RX_10689,1
cholelithiasis,medication,RX_7597,1
cholelithiasis,medication,RX_2418,1
cholelithiasis,medication,RX_1362,1
cholelithiasis,medication,RX_28889,1
cholelithiasis,medication,RX_XXXXX142,1
cholelithiasis,medication,RX_1665059,1
cholelithiasis,medication,RX_32968,1
rheumatoid_arthritis,medication,RX_6851,2
rheumatoid_arthritis,medication,RX_5521,2
rheumatoid_arthritis,medication,RX_4511,2
rheumatoid_arthritis,medication,RX_278567,2
rheumatoid_arthritis,medication,RX_10237,2
rheumatoid_arthritis,medication,RX_6902,2
rheumatoid_arthritis,medication,RX_24605,2
rheumatoid_arthritis,medication,RX_XXXXX54,1
rheumatoid_arthritis,medication,RX_31448,2
rheumatoid_arthritis,medication,RX_32613,2
rheumatoid_arthritis,medication,RX_XXXXX160,1
rheumatoid_arthritis,medication,RX_XXXXX75,2
rheumatoid_arthritis,medication,RX_XXXXX64,1
rheumatoid_arthritis,medication,RX_6813,1
rheumatoid_arthritis,medication,RX_591622,1
rheumatoid_arthritis,medication,RX_9796,1
rheumatoid_arthritis,medication,RX_57258,1
rheumatoid_arthritis,medication,RX_3355,2
rheumatoid_arthritis,medication,RX_41493,2
rheumatoid_arthritis,medication,RX_7052,1
rheumatoid_arthritis,medication,RX_8356,2
rheumatoid_arthritis,medication,RX_2473,1
rheumatoid_arthritis,medication,RX_8640,2
rheumatoid_arthritis,medication,RX_4337,1
rheumatoid_arthritis,medication,RX_1223,1
rheumatoid_arthritis,medication,RX_187832,1
rheumatoid_arthritis,medication,RX_10689,2
rheumatoid_arthritis,medication,RX_114202,1
rheumatoid_arthritis,medication,RX_XXXXX108,1
rheumatoid_arthritis,medication,RX_4850,1
rheumatoid_arthritis,medication,RX_6387,1
rheumatoid_arthritis,medication,RX_7804,2
rheumatoid_arthritis,medication,RX_232158,2
rheumatoid_arthritis,medication,RX_72625,1
rheumatoid_arthritis,medication,RX_84108,1
rheumatoid_arthritis,medication,RX_77655,1
rheumatoid_arthritis,medication,RX_82003,1
rheumatoid_arthritis,medication,RX_93263,2
rheumatoid_arthritis,medication,RX_3423,2
rheumatoid_arthritis,medication,RX_XXXXX19,1
rheumatoid_arthritis,medication,RX_2194,1
rheumatoid_arthritis,medication,RX_140587,2
rheumatoid_arthritis,medication,RX_4018,1
rheumatoid_arthritis,medication,RX_1362,1
rheumatoid_arthritis,medication,RX_3264,2
rheumatoid_arthritis,medication,RX_362,1
rheumatoid_arthritis,medication,RX_2409,1
rheumatoid_arthritis,medication,RX_28200,2
rheumatoid_arthritis,medication,RX_161,2
rheumatoid_arthritis,medication,RX_XXXXX71,1
uterine_fibroid,medication,RX_XXXXX65,1
uterine_fibroid,medication,RX_1596,1
uterine_fibroid,medication,RX_XXXXX51,2
uterine_fibroid,medication,RX_28200,2
uterine_fibroid,medication,RX_72143,1
uterine_fibroid,medication,RX_XXXXX54,1
uterine_fibroid,medication,RX_XXXXX169,2
uterine_fibroid,medication,RX_4099,2
uterine_fibroid,medication,RX_1362,1
uterine_fibroid,medication,RX_6579,1
uterine_fibroid,medication,RX_5640,2
uterine_fibroid,medication,RX_5470,1
uterine_fibroid,medication,RX_3423,2
uterine_fibroid,medication,RX_235473,1
uterine_fibroid,medication,RX_4493,1
uterine_fibroid,medication,RX_7804,2
uterine_fibroid,medication,RX_8745,1
uterine_fibroid,medication,RX_26225,1
uterine_fibroid,medication,RX_6960,1
uterine_fibroid,medication,RX_4337,2
uterine_fibroid,medication,RX_7597,1
uterine_fibroid,medication,RX_1665059,1
uterine_fibroid,medication,RX_4278,1
uterine_fibroid,medication,RX_7258,2
uterine_fibroid,medication,RX_3443,1
uterine_fibroid,medication,RX_161,2
uterine_fibroid,medication,RX_7052,2
uterine_fibroid,medication,RX_8120,1
uterine_fibroid,medication,RX_8591,1
uterine_fibroid,medication,RX_24947,2
uterine_fibroid,medication,RX_10582,1
uterine_fibroid,medication,RX_9863,1
uterine_fibroid,medication,RX_18631,1
uterine_fibroid,medication,RX_4603,1
uterine_fibroid,medication,RX_7646,1
uterine_fibroid,medication,RX_1191,2
uterine_fibroid,medication,RX_6918,1
uterine_fibroid,medication,RX_29046,1
anemia,medication,RX_37255,1
anemia,medication,RX_XXXXX104,2
anemia,medication,RX_XXXXX13,1
anemia,medication,RX_283838,2
anemia,medication,RX_XXXXX90,2
anemia,medication,RX_XXXXX70,1
anemia,medication,RX_70727,1
anemia,medication,RX_XXXXX38,1
anemia,medication,RX_234416,1
anemia,medication,RX_1808,1
anemia,medication,RX_XXXXX73,2
anemia,medication,RX_215060,1
anemia,medication,RX_XXXXX43,1
anemia,medication,RX_XXXXX168,1
anemia,medication,RX_XXXXX159,1
anemia,medication,RX_24941,2
anemia,medication,RX_2599,1
anemia,medication,RX_XXXXX21,1
anemia,medication,RX_XXXXX136,1
anemia,medication,RX_1151,1
chronic_kidney_disease,medication,RX_5470,1
chronic_kidney_disease,medication,RX_XXXXX169,1
chronic_kidney_disease,medication,RX_XXXXX163,1
chronic_kidney_disease,medication,RX_20352,1
chronic_kidney_disease,medication,RX_86009,2
chronic_kidney_disease,medication,RX_9997,2
chronic_kidney_disease,medication,RX_39173,1
chronic_kidney_disease,medication,RX_XXXXX86,1
chronic_kidney_disease,medication,RX_214342,1
chronic_kidney_disease,medication,RX_56512,2
chronic_kidney_disease,medication,RX_XXXXX107,2
chronic_kidney_disease,medication,RX_XXXXX65,1
chronic_kidney_disease,medication,RX_6916,2
chronic_kidney_disease,medication,RX_69749,2
chronic_kidney_disease,medication,RX_6185,1
chronic_kidney_disease,medication,RX_703,1
chronic_kidney_disease,medication,RX_214824,2
chronic_kidney_disease,medication,RX_274783,2
chronic_kidney_disease,medication,RX_139825,2
chronic_kidney_disease,medication,RX_2193,1
coronary_artery_disease,medication,RX_XXXXX65,2
coronary_artery_disease,medication,RX_67108,2
coronary_artery_disease,medication,RX_6918,2
coronary_artery_disease,medication,RX_11170,2
coronary_artery_disease,medication,RX_39173,1
coronary_artery_disease,medication,RX_50166,1
coronary_artery_disease,medication,RX_XXXXX121,2
coronary_artery_disease,medication,RX_6185,2
coronary_artery_disease,medication,RX_20352,2
coronary_artery_disease,medication,RX_6916,1
coronary_artery_disease,medication,RX_XXXXX31,2
coronary_artery_disease,medication,RX_703,2
coronary_artery_disease,medication,RX_XXXXX169,2
coronary_artery_disease,medication,RX_83366,2
coronary_artery_disease,medication,RX_XXXXX64,2
coronary_artery_disease,medication,RX_7806,1
coronary_artery_disease,medication,RX_4603,1
coronary_artery_disease,medication,RX_35296,1
coronary_artery_disease,medication,RX_5470,1
coronary_artery_disease,medication,RX_XXXXX61,2
diabetes,medication,RX_XXXXX47,1
diabetes,medication,RX_4917,1
diabetes,medication,RX_XXXXX30,1
diabetes,medication,RX_XXXXX17,1
diabetes,medication,RX_XXXXX32,1
diabetes,medication,RX_XXXXX34,1
diabetes,medication,RX_XXXXX158,1
diabetes,medication,RX_XXXXX95,1
diabetes,medication,RX_XXXXX94,2
diabetes,medication,RX_315431,1
diabetes,medication,RX_6058,1
diabetes,medication,RX_XXXXX120,1
diabetes,medication,RX_XXXXX49,1
diabetes,medication,RX_XXXXX156,1
diabetes,medication,RX_XXXXX14,1
diabetes,medication,RX_38413,1
diabetes,medication,RX_5470,1
diabetes,medication,RX_XXXXX68,1
diabetes,medication,RX_XXXXX130,1
diabetes,medication,RX_XXXXX149,1
"mood_disorders,_including_depression",medication,RX_28439,2
"mood_disorders,_including_depression",medication,RX_1086768,2
"mood_disorders,_including_depression",medication,RX_2626,2
"mood_disorders,_including_depression",medication,RX_187832,2
"mood_disorders,_including_depression",medication,RX_115698,2
"mood_disorders,_including_depression",medication,RX_82819,2
"mood_disorders,_including_depression",medication,RX_XXXXX40,2
"mood_disorders,_including_depression",medication,RX_6470,2
"mood_disorders,_including_depression",medication,RX_1424,2
"mood_disorders,_including_depression",medication,RX_35636,2
"mood_disorders,_including_depression",medication,RX_114477,1
"mood_disorders,_including_depression",medication,RX_42355,2
"mood_disorders,_including_depression",medication,RX_2403,2
"mood_disorders,_including_depression",medication,RX_11118,2
"mood_disorders,_including_depression",medication,RX_42347,2
"mood_disorders,_including_depression",medication,RX_5093,2
"mood_disorders,_including_depression",medication,RX_89013,2
"mood_disorders,_including_depression",medication,RX_3418,1
"mood_disorders,_including_depression",medication,RX_XXXXX72,1
"mood_disorders,_including_depression",medication,RX_6779,2
osteoporosis,medication,RX_32915,2
osteoporosis,medication,RX_XXXXX132,2
osteoporosis,medication,RX_60334,2
osteoporosis,medication,RX_XXXXX59,1
osteoporosis,medication,RX_XXXXX15,1
osteoporosis,medication,RX_84857,2
osteoporosis,medication,RX_5521,1
osteoporosis,medication,RX_10324,2
osteoporosis,medication,RX_XXXXX169,1
osteoporosis,medication,RX_XXXXX24,2
osteoporosis,medication,RX_993449,2
osteoporosis,medication,RX_36118,2
osteoporosis,medication,RX_214555,1
osteoporosis,medication,RX_XXXXX106,1
osteoporosis,medication,RX_XXXXX145,1
osteoporosis,medication,RX_2669,1
osteoporosis,medication,RX_XXXXX76,1
osteoporosis,medication,RX_2062,1
seizure_disorder,medication,RX_38404,2
seizure_disorder,medication,RX_15996,1
seizure_disorder,medication,RX_623400,2
seizure_disorder,medication,RX_10737,1
seizure_disorder,medication,RX_39998,2
seizure_disorder,medication,RX_321988,1
seizure_disorder,medication,RX_61381,1
seizure_disorder,medication,RX_XXXXX152,2
seizure_disorder,medication,RX_42351,1
seizure_disorder,medication,RX_39993,1
seizure_disorder,medication,RX_11118,2
seizure_disorder,medication,RX_32624,2
seizure_disorder,medication,RX_4493,1
seizure_disorder,medication,RX_3418,1
seizure_disorder,medication,RX_36437,1
seizure_disorder,medication,RX_1086768,1
seizure_disorder,medication,RX_XXXXX72,1
seizure_disorder,medication,RX_XXXXX167,1
seizure_disorder,medication,RX_XXXXX97,2
seizure_disorder,medication,RX_2597,1
thyroid_hormone_disorders,medication,RX_3081,2
thyroid_hormone_disorders,medication,RX_47579,1
thyroid_hormone_disorders,medication,RX_10814,2
thyroid_hormone_disorders,medication,RX_XXXXX90,1
thyroid_hormone_disorders,medication,RX_8794,2
thyroid_hormone_disorders,medication,RX_10572,2
thyroid_hormone_disorders,medication,RX_XXXXX1,1
thyroid_hormone_disorders,medication,RX_258494,1
thyroid_hormone_disorders,medication,RX_XXXXX133,1
thyroid_hormone_disorders,medication,RX_21241,1
thyroid_hormone_disorders,medication,RX_10502,1
thyroid_hormone_disorders,medication,RX_1760,1
thyroid_hormone_disorders,medication,RX_306266,1
thyroid_hormone_disorders,medication,RX_XXXXX55,1
thyroid_hormone_disorders,medication,RX_27863,1
thyroid_hormone_disorders,medication,RX_XXXXX173,1
thyroid_hormone_disorders,medication,RX_24912,1
thyroid_hormone_disorders,medication,RX_XXXXX167,1
thyroid_hormone_disorders,medication,RX_XXXXX126,1
thyroid_hormone_disorders,medication,RX_34296,1
asthma,medication,RX_5032,1
asthma,medication,RX_25255,2
asthma,medication,RX_XXXXX79,1
asthma,medication,RX_XXXXX0,1
asthma,medication,RX_XXXXX137,1
asthma,medication,RX_XXXXX170,1
asthma,medication,RX_XXXXX83,1
asthma,medication,RX_XXXXX109,1
asthma,medication,RX_XXXXX138,1
asthma,medication,RX_XXXXX123,1
asthma,medication,RX_XXXXX139,1
asthma,medication,RX_XXXXX63,2
asthma,medication,RX_2194,1
asthma,medication,RX_274786,1
asthma,medication,RX_18993,1
asthma,medication,RX_XXXXX125,1
asthma,medication,RX_3146,1
asthma,medication,RX_XXXXX56,1
asthma,medication,RX_XXXXX155,2
asthma,medication,RX_XXXXX119,2
arthritis,medication,RX_10689,2
arthritis,medication,RX_41493,2
arthritis,medication,RX_232158,2
arthritis,medication,RX_93263,2
arthritis,medication,RX_21949,1
arthritis,medication,RX_5521,1
arthritis,medication,RX_XXXXX29,1
arthritis,medication,RX_2410,1
arthritis,medication,RX_28200,2
arthritis,medication,RX_7804,2
arthritis,medication,RX_8640,2
arthritis,medication,RX_25480,1
arthritis,medication,RX_59078,1
arthritis,medication,RX_6902,2
arthritis,medication,RX_6845,1
arthritis,medication,RX_35827,2
arthritis,medication,RX_XXXXX78,2
arthritis,medication,RX_XXXXX6,1
arthritis,medication,RX_3264,2
arthritis,medication,RX_73056,1
back_pain,medication,RX_3355,2
back_pain,medication,RX_7804,2
back_pain,medication,RX_XXXXX36,1
back_pain,medication,RX_57258,2
back_pain,medication,RX_XXXXX116,2
back_pain,medication,RX_XXXXX165,2
back_pain,medication,RX_XXXXX29,1
back_pain,medication,RX_7715,2
back_pain,medication,RX_XXXXX78,2
back_pain,medication,RX_232158,2
back_pain,medication,RX_33272,1
back_pain,medication,RX_36108,1
back_pain,medication,RX_24605,2
back_pain,medication,RX_XXXXX5,2
back_pain,medication,RX_XXXXX129,2
back_pain,medication,RX_787390,2
back_pain,medication,RX_10355,2
back_pain,medication,RX_1359107,2
back_pain,medication,RX_XXXXX87,1
back_pain,medication,RX_10636,2
atrial_fibrillation,medication,RX_4917,1
atrial_fibrillation,medication,RX_6918,2
atrial_fibrillation,medication,RX_39173,1
atrial_fibrillation,medication,RX_9997,1
atrial_fibrillation,medication,RX_32968,2
atrial_fibrillation,medication,RX_5470,1
atrial_fibrillation,medication,RX_6916,1
atrial_fibrillation,medication,RX_3827,1
atrial_fibrillation,medication,RX_83366,1
atrial_fibrillation,medication,RX_5224,2
atrial_fibrillation,medication,RX_38413,1
atrial_fibrillation,medication,RX_50166,1
atrial_fibrillation,medication,RX_321064,1
atrial_fibrillation,medication,RX_49276,1
atrial_fibrillation,medication,RX_6057,1
atrial_fibrillation,medication,RX_7008,2
atrial_fibrillation,medication,RX_1808,1
atrial_fibrillation,medication,RX_2409,1
atrial_fibrillation,medication,RX_1191,2
atrial_fibrillation,medication,RX_52175,1
kidney_stone,medication,RX_2551,2
kidney_stone,medication,RX_77492,2
kidney_stone,medication,RX_8120,1
kidney_stone,medication,RX_10180,2
kidney_stone,medication,RX_54993,1
kidney_stone,medication,RX_26225,1
kidney_stone,medication,RX_XXXXX117,1
kidney_stone,medication,RX_XXXXX154,2
kidney_stone,medication,RX_25037,2
kidney_stone,medication,RX_XXXXX118,1
kidney_stone,medication,RX_28200,2
kidney_stone,medication,RX_7454,1
kidney_stone,medication,RX_XXXXX25,2
kidney_stone,medication,RX_6922,1
kidney_stone,medication,RX_XXXXX165,1
kidney_stone,medication,RX_XXXXX116,1
kidney_stone,medication,RX_10829,2
kidney_stone,medication,RX_37798,1
kidney_stone,medication,RX_17300,1
kidney_stone,medication,RX_35827,2
headache,medication,RX_38404,2
headache,medication,RX_279645,2
headache,medication,RX_3322,2
headache,medication,RX_28200,2
headache,medication,RX_40254,2
headache,medication,RX_228783,2
headache,medication,RX_231049,2
headache,medication,RX_3418,2
headache,medication,RX_187832,1
headache,medication,RX_XXXXX134,2
headache,medication,RX_8704,2
headache,medication,RX_9346,1
headache,medication,RX_75917,1
headache,medication,RX_1886,2
headache,medication,RX_10355,2
headache,medication,RX_596,2
headache,medication,RX_2598,2
headache,medication,RX_XXXXX75,2
headache,medication,RX_6926,1
headache,medication,RX_32613,1
dermatitis,medication,RX_XXXXX57,2
dermatitis,medication,RX_XXXXX88,2
dermatitis,medication,RX_25126,2
dermatitis,medication,RX_39952,2
dermatitis,medication,RX_33199,2
dermatitis,medication,RX_XXXXX112,2
dermatitis,medication,RX_4461,2
dermatitis,medication,RX_92583,2
dermatitis,medication,RX_3640,1
dermatitis,medication,RX_91311,2
dermatitis,medication,RX_3743,1
dermatitis,medication,RX_XXXXX52,2
dermatitis,medication,RX_5021,1
dermatitis,medication,RX_4462,2
dermatitis,medication,RX_5084,2
dermatitis,medication,RX_352645,1
dermatitis,medication,RX_XXXXX111,2
dermatitis,medication,RX_3435,1
dermatitis,medication,RX_XXXXX157,2
dermatitis,medication,RX_XXXXX44,2
syncope,medication,RX_315431,1
syncope,medication,RX_5224,1
syncope,medication,RX_11170,2
syncope,medication,RX_5470,2
syncope,medication,RX_83366,1
syncope,medication,RX_39173,2
syncope,medication,RX_6185,2
syncope,medication,RX_4603,2
syncope,medication,RX_2409,2
syncope,medication,RX_36567,1
syncope,medication,RX_XXXXX169,1
syncope,medication,RX_XXXXX65,2
syncope,medication,RX_301542,1
syncope,medication,RX_703,2
syncope,medication,RX_XXXXX121,2
syncope,medication,RX_3827,2
syncope,medication,RX_XXXXX77,1
syncope,medication,RX_6472,1
syncope,medication,RX_8332,2
syncope,medication,RX_XXXXX62,1
cough,medication,RX_18631,2
cough,medication,RX_69120,2
cough,medication,RX_8640,2
cough,medication,RX_10438,2
cough,medication,RX_XXXXX119,2
cough,medication,RX_XXXXX170,1
cough,medication,RX_33767,2
cough,medication,RX_25255,2
cough,medication,RX_XXXXX137,1
cough,medication,RX_XXXXX138,1
cough,medication,RX_XXXXX79,1
cough,medication,RX_5489,1
cough,medication,RX_XXXXX83,1
cough,medication,RX_7806,1
cough,medication,RX_274786,1
cough,medication,RX_3640,2
cough,medication,RX_2670,1
cough,medication,RX_XXXXX63,2
cough,medication,RX_XXXXX109,1
cough,medication,RX_XXXXX125,1
heart_failure,medication,RX_XXXXX65,2
heart_failure,medication,RX_6185,2
heart_failure,medication,RX_11170,2
heart_failure,medication,RX_3443,2
heart_failure,medication,RX_83366,1
heart_failure,medication,RX_35296,2
heart_failure,medication,RX_321064,2
heart_failure,medication,RX_6472,1
heart_failure,medication,RX_69120,1
heart_failure,medication,RX_7806,2
heart_failure,medication,RX_1191,1
heart_failure,medication,RX_86009,1
heart_failure,medication,RX_2409,2
heart_failure,medication,RX_18867,2
heart_failure,medication,RX_52175,2
heart_failure,medication,RX_XXXXX121,2
heart_failure,medication,RX_17767,2
heart_failure,medication,RX_1202,2
heart_failure,medication,RX_301542,1
heart_failure,medication,RX_35208,2
hematuria,medication,RX_2194,2
hematuria,medication,RX_7454,2
hematuria,medication,RX_733,1
hematuria,medication,RX_XXXXX154,2
hematuria,medication,RX_1300786,1
hematuria,medication,RX_155043,1
hematuria,medication,RX_XXXXX122,1
hematuria,medication,RX_6922,1
hematuria,medication,RX_XXXXX25,2
hematuria,medication,RX_3640,1
hematuria,medication,RX_XXXXX161,1
hematuria,medication,RX_51670,1
hematuria,medication,RX_XXXXX148,1
hematuria,medication,RX_XXXXX100,1
hematuria,medication,RX_73,1
hematuria,medication,RX_XXXXX91,1
hematuria,medication,RX_17300,2
hematuria,medication,RX_XXXXX114,1
hematuria,medication,RX_XXXXX164,1
hematuria,medication,RX_161,1
cholelithiasis,medication,RX_XXXXX82,1
cholelithiasis,medication,RX_XXXXX18,1
cholelithiasis,medication,RX_XXXXX89,1
cholelithiasis,medication,RX_XXXXX151,1
cholelithiasis,medication,RX_358255,1
cholelithiasis,medication,RX_XXXXX117,1
cholelithiasis,medication,RX_XXXXX118,1
cholelithiasis,medication,RX_9800,1
cholelithiasis,medication,RX_28200,1
cholelithiasis,medication,RX_325514,1
